roman_urdu,urdu
"bina soche samjhe kuch delete mat karo, baad mein pachtaaoge",بنا سوچے سمجھے کچھ ڈیلیٹ مت کرو، بعد میں پچھتاؤ گے
"wo conversation delete ho gayi, ab evidence kaise dikhaunga main",وہ کنورسیشن ڈیلیٹ ہو گئی، اب ایویڈینس کیسے دکھاؤں گا میں
data backup nahi tha is liye phone reset karne ke baad sab chala gaya,ڈیٹا بیک اپ نہیں تھا اس لیے فون ریسیٹ کرنے کے بعد سب چلا گیا
rozana backup leni chahiye warna emergency mein kaam nahi aata,روزانہ بیک اپ لینی چاہیے ورنہ ایمرجنسی میں کام نہیں آتا
cloud pe backup hai iska matlab sab devices pe same data rahega,کلاؤڈ پہ بیک اپ ہے اس کا مطلب سب ڈیوائسز پہ سیم ڈیٹا رہے گا
"pehle backup lo phir koi bhi change karo, yeh safe rehta hai",پہلے بیک اپ لو پھر کوئی بھی چینج کرو، یہ سیف رہتا ہے
"backup kitne time mein complete hogi, kafi data hai mere phone mein",بیک اپ کتنے ٹائم میں کمپلیٹ ہو گی، کافی ڈیٹا ہے میرے فون میں
"usne backup nahi li thi aur sab contacts erase ho gaye, bahut bura hua",اس نے بیک اپ نہیں لی تھی اور سب کانٹیکٹس ایریز ہو گئے، بہت برا ہوا
"wifi ka password bhool gaya, router reset karna padega ab shayad",وائی فائی کا پاسورڈ بھول گیا، روٹر ریسیٹ کرنا پڑے گا اب شاید
is area mein wifi nahi hai to apna data use karo filhaal,اس ایریا میں وائی فائی نہیں ہے تو اپنا ڈیٹا استعمال کرو فلحال
wifi itni slow hai ke kuch download bhi nahi ho raha theek se,وائی فائی اتنی سلو ہے کہ کچھ ڈاؤن لوڈ بھی نہیں ہو رہا ٹھیک سے
jab wifi aur mobile data dono ho to phone wifi prefer karta hai,جب وائی فائی اور موبائل ڈیٹا دونوں ہوں تو فون وائی فائی پریفر کرتا ہے
coffee shop ki wifi itni slow hai ke kaam nahi ho sakta uspe,کافی شاپ کی وائی فائی اتنی سلو ہے کہ کام نہیں ہو سکتا اس پہ
wifi band karo raat ko warna sab raat bhar phones use karte rahenge,وائی فائی بند کرو رات کو ورنہ سب رات بھر فونز استعمال کرتے رہیں گے
naye router se wifi ki range bhi badh gayi aur speed bhi,نئے روٹر سے وائی فائی کی رینج بھی بڑھ گئی اور سپیڈ بھی
"mera laptop charge nahi ho raha, charger check karo pehle",میرا لیپ ٹاپ چارج نہیں ہو رہا، چارجر چیک کرو پہلے
"laptop slow ho gaya hai, restart karo ya disk clean karo",لیپ ٹاپ سلو ہو گیا ہے، ری اسٹارٹ کرو یا ڈسک کلین کرو
office mein apna laptop lana padega kyun ke shared PC available nahi,آفس میں اپنا لیپ ٹاپ لانا پڑے گا کیونکہ شیئرڈ پی سی اویلیبل نہیں
"usne naya gaming laptop liya hai, bahut expensive tha lekin accha hai",اس نے نیا گیمنگ لیپ ٹاپ لیا ہے، بہت ایکسپینسیو تھا لیکن اچھا ہے
"laptop ki battery bahut jaldi khatam hoti hai, plug paas mein rakho",لیپ ٹاپ کی بیٹری بہت جلدی ختم ہوتی ہے، پلگ پاس میں رکھو
"yeh app bahut battery use karti hai, background mein band karo isko",یہ ایپ بہت بیٹری استعمال کرتی ہے، بیک گراؤنڈ میں بند کرو اسے
"nai app install ki hai jo expenses track karti hai, kafi useful hai",نئی ایپ انسٹال کی ہے جو ایکسپینسز ٹریک کرتی ہے، کافی یوزفل ہے
"is app ki rating bahut kam hai, koi aur dhundo kaam ke liye",اس ایپ کی ریٹنگ بہت کم ہے، کوئی اور ڈھونڈو کام کے لیے
app update aane ke baad se yeh theek se kaam nahi kar rahi,ایپ اپڈیٹ آنے کے بعد سے یہ ٹھیک سے کام نہیں کر رہی
agar app force close kar do to dobara khulti hai theek se usually,اگر ایپ فورس کلوز کر دو تو دوبارہ کھلتی ہے ٹھیک سے عموماً
"is app ke zariye payment karna safe hai ya nahi, pata nahi mujhe",اس ایپ کے ذریعے پیمنٹ کرنا سیف ہے یا نہیں، پتہ نہیں مجھے
"system update aa gaya hai, karo lo warna security issues ho sakte hain",سسٹم اپڈیٹ آ گئی ہے، کر لو ورنہ سکیورٹی اشوز ہو سکتے ہیں
"update karne ke baad kuch features bhi change ho gaye, adjustment lagti hai",اپڈیٹ کرنے کے بعد کچھ فیچرز بھی چینج ہو گئے، ایڈجسٹمنٹ لگتی ہے
phone update karo aaj warna baad mein aur bhi slow ho jaayega,فون اپڈیٹ کرو آج ورنہ بعد میں اور بھی سلو ہو جائے گا
yeh app update nahi karunga kyunke purana version zyada acha tha,یہ ایپ اپڈیٹ نہیں کروں گا کیونکہ پرانا ورژن زیادہ اچھا تھا
automatic updates band karo warna data waste hota hai background mein,آٹومیٹک اپڈیٹس بند کرو ورنہ ڈیٹا ضائع ہوتا ہے بیک گراؤنڈ میں
update ke baad app crash ho rahi thi lekin restart se theek ho gayi,اپڈیٹ کے بعد ایپ کریش ہو رہی تھی لیکن ری اسٹارٹ سے ٹھیک ہو گئی
screenshot lo uski post ka warna woh delete kar dega baad mein,اسکرین شاٹ لو اس کی پوسٹ کا ورنہ وہ ڈیلیٹ کر دے گا بعد میں
"yaar screenshot bhej do wo conversation ki, main dekh lun",یار اسکرین شاٹ بھیج دو وہ کنورسیشن کی، میں دیکھ لوں
"screenshot lene ke baad crop karke bhejo, poora screen nahi chahiye",اسکرین شاٹ لینے کے بعد کراپ کر کے بھیجو، پورا اسکرین نہیں چاہیے
usne mere screenshot ki screenshot li aur sara group mein share kar diya,اس نے میرے اسکرین شاٹ کی اسکرین شاٹ لی اور سارے گروپ میں شیئر کر دیا
jo screenshots liye hain unhe folder mein save karo warna mix ho jaayenge,جو اسکرین شاٹس لیے ہیں انہیں فولڈر میں سیو کرو ورنہ مکس ہو جائیں گے
email check nahi ki thi aur important message miss ho gaya,ای میل چیک نہیں کی تھی اور اہم میسج مس ہو گیا
"office ki email alag rakhni chahiye personal se, mix mat karo",آفس کی ای میل الگ رکھنی چاہیے پرسنل سے، مکس مت کرو
"usne email mein attachment bheji hai, download karke dekho",اس نے ای میل میں اٹیچمنٹ بھیجی ہے، ڈاؤن لوڈ کر کے دیکھو
"spam folder check karo, kabhi kabhi real emails wahan bhi chali jaati hain",اسپیم فولڈر چیک کرو، کبھی کبھی ریل ای میلز وہاں بھی چلی جاتی ہیں
kal tak email send kar do nahi to application late ho jaayegi,کل تک ای میل بھیج دو نہیں تو اپلیکیشن لیٹ ہو جائے گی
email ka format theek se likhna hota hai professional mein,ای میل کا فارمیٹ ٹھیک سے لکھنا ہوتا ہے پروفیشنل میں
"kal interview hai, dress theek se choose karo aur time pe pohoncho",کل انٹرویو ہے، ڈریس ٹھیک سے چوز کرو اور ٹائم پہ پہنچو
interview mein poochha gaya ke aap ka sabse bada weakness kya hai,انٹرویو میں پوچھا گیا کہ آپ کی سب سے بڑی ویک نیس کیا ہے
usne teen interviews diye lekin kisi mein select nahi hua abhi tak,اس نے تین انٹرویوز دیے لیکن کسی میں سلیکٹ نہیں ہوا ابھی تک
"interview ki preparation karo pehle, practice questions bhi hoti hain online",انٹرویو کی پریپریشن کرو پہلے، پریکٹس کوئیسچنز بھی ہوتی ہیں آن لائن
"pehli baar interview de raha hun, bohot ghabra raha hun yaar",پہلی بار انٹرویو دے رہا ہوں، بہت گھبرا رہا ہوں یار
online interview mein background theek rakho aur light ka dhyan raho,آن لائن انٹرویو میں بیک گراؤنڈ ٹھیک رکھو اور لائٹ کا دھیان رکھو
gym membership le li hai lekin jaata sirf do teen baar hafte mein hun,جم ممبرشپ لے لی ہے لیکن جاتا صرف دو تین بار ہفتے میں ہوں
gym mein trainer ne kaha ke form sahi karo warna injury hogi,جم میں ٹرینر نے کہا کہ فارم صحیح کرو ورنہ انجری ہو گی
agar gym nahi ja sakte to ghar pe bhi workout kar sakte ho,اگر جم نہیں جا سکتے تو گھر پہ بھی ورک آؤٹ کر سکتے ہو
gym ke baad itni bhook lagti hai ke sab kuch khaa leta hun,جم کے بعد اتنی بھوک لگتی ہے کہ سب کچھ کھا لیتا ہوں
"yaar gym saath chalte hain, akele jaane ki motivation nahi hoti",یار جم ساتھ چلتے ہیں، اکیلے جانے کی موٹیویشن نہیں ہوتی
"ticket book karo abhi warna seats full ho jaayengi, bahut demand hai",ٹکٹ بک کرو ابھی ورنہ سیٹیں فل ہو جائیں گی، بہت ڈیمانڈ ہے
"concert ke tickets bilkul bik gaye, phir bhi try karo resale pe",کنسرٹ کے ٹکٹس بالکل بک گئے، پھر بھی ٹرائی کرو ریسیل پہ
online ticket lena theek hai lekin fake sites se bacho,آن لائن ٹکٹ لینا ٹھیک ہے لیکن فیک سائٹس سے بچو
train ticket cancel karni hai aur refund lena hai kaise hoga,ٹرین ٹکٹ کینسل کرنی ہے اور ریفنڈ لینا ہے کیسے ہو گا
"movie ka ticket liya tha lekin movie hi cancel ho gayi, paise waapis mile kya",موویز کا ٹکٹ لیا تھا لیکن مووی ہی کینسل ہو گئی، پیسے واپس ملے کیا
"phone restart karo ek baar, bohot si issues aise hi theek ho jaati hain",فون ری اسٹارٹ کرو ایک بار، بہت سی اشوز ایسے ہی ٹھیک ہو جاتی ہیں
system restart kiya to update bhi apply ho gayi aur speed bhi badhi,سسٹم ری اسٹارٹ کیا تو اپڈیٹ بھی اپلائی ہو گئی اور سپیڈ بھی بڑھی
"app band karke restart karo, shayad memory leak theek ho jaaye",ایپ بند کر کے ری اسٹارٹ کرو، شاید میموری لیک ٹھیک ہو جائے
"router restart karna padega, wifi kisi ko nahi mil raha ghar mein",روٹر ری اسٹارٹ کرنا پڑے گا، وائی فائی کسی کو نہیں مل رہا گھر میں
daily restart karo phone ko warna log ho jaata hai kafi jaldi,ڈیلی ری اسٹارٹ کرو فون کو ورنہ لیگ ہو جاتا ہے کافی جلدی
system crash ho gaya beech mein aur sara kaam ek dum se chala gaya,سسٹم کریش ہو گیا بیچ میں اور سارا کام ایک دم سے چلا گیا
"game crash hoti rehti hai, drivers update karo shayad theek ho",گیم کریش ہوتی رہتی ہے، ڈرائیورز اپڈیٹ کرو شاید ٹھیک ہو
jab bhi heavy task chalaata hun to laptop crash ho jaata hai,جب بھی ہیوی ٹاسک چلاتا ہوں تو لیپ ٹاپ کریش ہو جاتا ہے
"crash se pehle koi warning nahi aayi, bas band ho gaya achanak",کریش سے پہلے کوئی وارننگ نہیں آئی، بس بند ہو گیا اچانک
"password mat bhoolna is account ka, bade mushkil se set kiya tha",پاسورڈ مت بھولنا اس اکاؤنٹ کا، بڑے مشکل سے سیٹ کیا تھا
"strong password woh hota hai jis mein letters, numbers aur symbols hon",اسٹرانگ پاسورڈ وہ ہوتا ہے جس میں لیٹرز، نمبرز اور سمبلز ہوں
usne apna password share kiya tha mujhse aur ab change karna chahta hai,اس نے اپنا پاسورڈ شیئر کیا تھا مجھ سے اور اب چینج کرنا چاہتا ہے
"ek hi password sab jagah mat use karo, alag alag rakho security ke liye",ایک ہی پاسورڈ سب جگہ مت استعمال کرو، الگ الگ رکھو سکیورٹی کے لیے
"password manager use karo yaar, sab passwords yaad rakhna mushkil hai",پاسورڈ مینیجر استعمال کرو یار، سب پاسورڈز یاد رکھنا مشکل ہے
"password wrong baar baar ho raha hai, account lock na ho jaaye",پاسورڈ رانگ بار بار ہو رہا ہے، اکاؤنٹ لاک نہ ہو جائے
server down hai isliye website kaam nahi kar rahi abhi,سرور ڈاؤن ہے اس لیے ویب سائٹ کام نہیں کر رہی ابھی
"server ka response time bahut zyada hai, kuch optimize karna padega",سرور کا رسپانس ٹائم بہت زیادہ ہے، کچھ آپٹیمائز کرنا پڑے گا
"hamara server crash hua tha kal raat, tech team ne fix kar diya",ہمارا سرور کریش ہوا تھا کل رات، ٹیک ٹیم نے فکس کر دیا
"server mein space khatam ho rahi hai, old data archive karo",سرور میں اسپیس ختم ہو رہی ہے، اولڈ ڈیٹا آرکائیو کرو
"download bahut slow hai, shayad network issue hai ya server side problem",ڈاؤن لوڈ بہت سلو ہے، شاید نیٹ ورک اشو ہے یا سرور سائیڈ پرابلم
"jo file download ki thi woh corrupt nikli, dobara lo",جو فائل ڈاؤن لوڈ کی تھی وہ کرپٹ نکلی، دوبارہ لو
"download complete hone mein time lagega, wifi pe lagaa do phone",ڈاؤن لوڈ کمپلیٹ ہونے میں ٹائم لگے گا، وائی فائی پہ لگا دو فون
"free version mein download speed limited hoti hai, premium lo",فری ورژن میں ڈاؤن لوڈ سپیڈ لمیٹڈ ہوتی ہے، پریمیم لو
"download folder mein sab files mix hain, organize kar lo",ڈاؤن لوڈ فولڈر میں سب فائلیں مکس ہیں، آرگنائز کر لو
upload ho rahi hai file lekin internet slow hai isliye time lag raha hai,اپ لوڈ ہو رہی ہے فائل لیکن انٹرنیٹ سلو ہے اس لیے ٹائم لگ رہا ہے
"pehle compress karo file ko phir upload karo, zyada fast hogi",پہلے کمپریس کرو فائل کو پھر اپ لوڈ کرو، زیادہ فاسٹ ہو گی
yeh platform 100MB se badi files upload nahi karne deta,یہ پلیٹ فارم 100 ایم بی سے بڑی فائلیں اپ لوڈ نہیں کرنے دیتا
"photos upload karne ki zaroorat nahi abhi, baad mein karte hain",فوٹوز اپ لوڈ کرنے کی ضرورت نہیں ابھی، بعد میں کرتے ہیں
jab online hota hun to notifications ka anbar lag jaata hai,جب آن لائن ہوتا ہوں تو نوٹیفکیشنز کا انبار لگ جاتا ہے
online kaam accha hai lekin ghar pe akela rehna bura lagta hai,آن لائن کام اچھا ہے لیکن گھر پہ اکیلے رہنا برا لگتا ہے
"kal se online classes shuru hain, laptop charge rakhna",کل سے آن لائن کلاسز شروع ہیں، لیپ ٹاپ چارج رکھنا
online payment karo to discount milta hai is app pe,آن لائن پیمنٹ کرو تو ڈسکاؤنٹ ملتا ہے اس ایپ پہ
"online interview mein itna ghabbrao mat, relax raho",آن لائن انٹرویو میں اتنا گھبراؤ مت، ریلیکس رہو
"offline mode mein bhi kaam karta hai yeh app, net ki zaroorat nahi",آف لائن موڈ میں بھی کام کرتا ہے یہ ایپ، نیٹ کی ضرورت نہیں
offline ho jaata hun to messages baad mein milte hain jab net aata hai,آف لائن ہو جاتا ہوں تو میسجز بعد میں ملتے ہیں جب نیٹ آتا ہے
agar offline storage mein save kar lo to net ke bina bhi dekh sakte ho,اگر آف لائن اسٹوریج میں سیو کر لو تو نیٹ کے بنا بھی دیکھ سکتے ہو
"yeh document offline bhi edit ho sakta hai, sync baad mein hoti hai",یہ ڈاکیومنٹ آف لائن بھی ایڈٹ ہو سکتا ہے، سنک بعد میں ہوتی ہے
"offline rehta hun ziyada aaj kal, social media se thak gaya hun",آف لائن رہتا ہوں زیادہ آج کل، سوشل میڈیا سے تھک گیا ہوں
"safar mein offline ho jaata hun, pehle se downloads kar lo zaruri cheezein",سفر میں آف لائن ہو جاتا ہوں، پہلے سے ڈاؤن لوڈز کر لو ضروری چیزیں
"chat mein serious baat karna mushkil hota hai, meet karo ya call karo",چیٹ میں سیریس بات کرنا مشکل ہوتا ہے، میٹ کرو یا کال کرو
group chat mein itne messages aate hain ke padhe nahi jaate,گروپ چیٹ میں اتنے میسجز آتے ہیں کہ پڑھے نہیں جاتے
"random chat apps se door raho, safe nahi hote aksar",ریندم چیٹ ایپس سے دور رہو، سیف نہیں ہوتے اکثر
kisi se baat karni ho to chat se zyada call behtar hai,کسی سے بات کرنی ہو تو چیٹ سے زیادہ کال بہتر ہے
"video call karte hain shaam ko, sab log free honge tab tak",ویڈیو کال کرتے ہیں شام کو، سب لوگ فری ہوں گے تب تک
yeh video 4K mein hai isliye size bada hai aur upload slow hai,یہ ویڈیو 4K میں ہے اس لیے سائز بڑا ہے اور اپ لوڈ سلو ہے
"class ki recording hai kya, video bhej do jo miss hua woh dekh lun",کلاس کی ریکارڈنگ ہے کیا، ویڈیو بھیج دو جو مس ہوا وہ دیکھ لوں
"bina wifi ke video stream karna bohot data khaata hai, dhyan rakho",بنا وائی فائی کے ویڈیو اسٹریم کرنا بہت ڈیٹا کھاتا ہے، دھیان رکھو
"jo video share ki thi usne, private kar di hai ab, nahi dikh rahi",جو ویڈیو شیئر کی تھی اس نے، پرائیویٹ کر دی ہے اب، نہیں دکھ رہی
"audio call pe clear nahi aayi awaaz, network weak tha shayad",آڈیو کال پہ کلیر نہیں آئی آواز، نیٹ ورک ویک تھا شاید
"audio file bheji hai usne, download karke suno",آڈیو فائل بھیجی ہے اس نے، ڈاؤن لوڈ کر کے سنو
"meeting ki audio recording save ki hai, sun ke notes bana lena",میٹنگ کی آڈیو ریکارڈنگ سیو کی ہے، سن کے نوٹس بنا لینا
"headphones se suno audio, speakers pe sab sun lete hain around",ہیڈ فونز سے سنو آڈیو، اسپیکرز پہ سب سن لیتے ہیں ارد گرد
"file bheji thi maine lekin usne bola received nahi hua, dobara bhejo",فائل بھیجی تھی میں نے لیکن اس نے بولا ریسیوڈ نہیں ہوا، دوبارہ بھیجو
"yeh file open nahi ho rahi, shayad software nahi hai is format ka",یہ فائل اوپن نہیں ہو رہی، شاید سافٹ ویئر نہیں ہے اس فارمیٹ کا
sari files ek jagah organize karo warna dhundte reh jaoge,ساری فائلیں ایک جگہ آرگنائز کرو ورنہ ڈھونڈتے رہ جاؤ گے
"file size bahut badi hai, compress karo ya split karo",فائل سائز بہت بڑی ہے، کمپریس کرو یا اسپلٹ کرو
ek alag folder banao in photos ke liye warna mix ho jaayengi,ایک الگ فولڈر بناؤ ان فوٹوز کے لیے ورنہ مکس ہو جائیں گی
desktop pe itne folders hain ke kuch dhundna mushkil ho gaya hai,ڈیسک ٹاپ پہ اتنے فولڈرز ہیں کہ کچھ ڈھونڈنا مشکل ہو گیا ہے
"sab projects ke alag alag folders rakho, kaam asaan ho jaata hai",سب پروجیکٹس کے الگ الگ فولڈرز رکھو، کام آسان ہو جاتا ہے
jo folder delete kiya tha woh recycle bin mein abhi bhi hai,جو فولڈر ڈیلیٹ کیا تھا وہ ری سائیکل بن میں ابھی بھی ہے
system slow hai kyunki background mein kaafi processes chal rahi hain,سسٹم سلو ہے کیونکہ بیک گراؤنڈ میں کافی پروسیسز چل رہی ہیں
operating system update karna zaroori hai security ke liye,آپریٹنگ سسٹم اپڈیٹ کرنا ضروری ہے سکیورٹی کے لیے
"system mein koi virus aa gaya hai, antivirus chalao abhi",سسٹم میں کوئی وائرس آ گیا ہے، اینٹی وائرس چلاؤ ابھی
"phone format karne se pehle backup zarur lena, sab data jaayega",فون فارمیٹ کرنے سے پہلے بیک اپ ضرور لینا، سب ڈیٹا جائے گا
"hard drive format karne ki zaroorat hai, virus bahut hai usme",ہارڈ ڈرائیو فارمیٹ کرنے کی ضرورت ہے، وائرس بہت ہے اس میں
format ke baad sab fresh lagta hai lekin apps dobara install karni padti hain,فارمیٹ کے بعد سب فریش لگتا ہے لیکن ایپس دوبارہ انسٹال کرنی پڑتی ہیں
"mobile ki screen crack ho gayi, repair shop pe jao ya online order karo cover",موبائل کی اسکرین کریک ہو گئی، ریپیئر شاپ پہ جاؤ یا آن لائن آرڈر کرو کور
"mobile zyada use karna ankhen kharab karta hai, screen time limit karo",موبائل زیادہ استعمال کرنا آنکھیں خراب کرتا ہے، اسکرین ٹائم لمٹ کرو
"mobile data khatam ho gaya, wifi se kaam chalao ghar pe",موبائل ڈیٹا ختم ہو گیا، وائی فائی سے کام چلاؤ گھر پہ
naya mobile lena hai lekin budget mein fit nahi aa raha koi accha,نیا موبائل لینا ہے لیکن بجٹ میں فٹ نہیں آ رہا کوئی اچھا
"phone gum ho gaya tha, find my device pe track kiya aur mil gaya",فون گم ہو گیا تھا، فائنڈ مائی ڈیوائس پہ ٹریک کیا اور مل گیا
phone raat ko silent pe rakhna chahiye warna neend kharab hoti hai,فون رات کو سائلنٹ پہ رکھنا چاہیے ورنہ نیند خراب ہوتی ہے
dono hath free karne ke liye phone stand pe rakh lo,دونوں ہاتھ فری کرنے کے لیے فون اسٹینڈ پہ رکھ لو
"phone charge pe lagaa do, 10% bachi hai battery, khatam ho jaayegi",فون چارج پہ لگا دو، 10٪ بچی ہے بیٹری، ختم ہو جائے گی
"fast charge support karta hai yeh phone, ek ghante mein full ho jaata hai",فاسٹ چارج سپورٹ کرتا ہے یہ فون، ایک گھنٹے میں فل ہو جاتا ہے
"charger nahi mila, kisi se maango warna phone off ho jaayega safar mein",چارجر نہیں ملا، کسی سے مانگو ورنہ فون آف ہو جائے گا سفر میں
"wireless charge bahut slow hoti hai cable se zyada, wait karna padta hai",وائرلیس چارج بہت سلو ہوتی ہے کیبل سے زیادہ، ویٹ کرنا پڑتا ہے
"battery health 70% tak aa gayi hai, ab replace karni padegi",بیٹری ہیلتھ 70٪ تک آ گئی ہے، اب ریپلیس کرنی پڑے گی
agar brightness kam rakho to battery bahut zyada time chalti hai,اگر برائٹنس کم رکھو تو بیٹری بہت زیادہ ٹائم چلتی ہے
"background apps band karo, yahi battery sabse zyada khaati hain",بیک گراؤنڈ ایپس بند کرو، یہی بیٹری سب سے زیادہ کھاتی ہیں
"battery saver mode on kar lo, kafi ghante ka extra time milega",بیٹری سیور موڈ آن کر لو، کافی گھنٹے کا ایکسٹرا ٹائم ملے گا
is phone ki battery itni buri hai ke din mein do baar charge karna padta hai,اس فون کی بیٹری اتنی بری ہے کہ دن میں دو بار چارج کرنا پڑتا ہے
raat bhar charger se laga ke soye to battery health kharab hoti hai,رات بھر چارجر سے لگا کے سوئے تو بیٹری ہیلتھ خراب ہوتی ہے
"network bahut slow hai aaj, shayad tower pe problem hai area mein",نیٹ ورک بہت سلو ہے آج، شاید ٹاور پہ پرابلم ہے ایریا میں
"network switch karo 4G pe, 5G abhi is area mein stable nahi",نیٹ ورک سوئچ کرو 4G پہ، 5G ابھی اس ایریا میں اسٹیبل نہیں
"office ka network secure hai, personal kaam ke liye apna data use karo",آفس کا نیٹ ورک سکیور ہے، پرسنل کام کے لیے اپنا ڈیٹا استعمال کرو
jab network weak hota hai to calls drop ho jaati hain baat baat pe,جب نیٹ ورک ویک ہوتا ہے تو کالز ڈراپ ہو جاتی ہیں بات بات پہ
VPN se network slow ho jaata hai lekin privacy ke liye zaroori hai,وی پی این سے نیٹ ورک سلو ہو جاتا ہے لیکن پرائیویسی کے لیے ضروری ہے
"network settings reset karo, shayad connectivity theek ho jaaye",نیٹ ورک سیٹنگز ری سیٹ کرو، شاید کنیکٹیویٹی ٹھیک ہو جائے
signal itna weak hai ke call baar baar cut ho rahi hai,سگنل اتنا ویک ہے کہ کال بار بار کٹ ہو رہی ہے
"is building ke andar signal bilkul nahi aata, wifi calling use karo",اس بلڈنگ کے اندر سگنل بالکل نہیں آتا، وائی فائی کالنگ استعمال کرو
"pahaadon pe jaoge to signal nahi milega, pehle sab bata do sabko",پہاڑوں پہ جاؤ گے تو سگنل نہیں ملے گا، پہلے سب بتا دو سب کو
"signal bar dekhte rehna bhi faltu kaam hai, kuch nahi badlega isse",سگنل بار دیکھتے رہنا بھی فالتو کام ہے، کچھ نہیں بدلے گا اس سے
"yahan signal nahi hai, bahar chalo thoda call pe baat karte hain",یہاں سگنل نہیں ہے، باہر چلو تھوڑا کال پہ بات کرتے ہیں
yeh app install karo pehle phir login karo apne account se,یہ ایپ انسٹال کرو پہلے پھر لاگ ان کرو اپنے اکاؤنٹ سے
"install karne ke liye space chahiye, purani apps delete karo",انسٹال کرنے کے لیے اسپیس چاہیے، پرانی ایپس ڈیلیٹ کرو
"antivirus install karo laptop pe, bahut zaroori hai aaj kal",اینٹی وائرس انسٹال کرو لیپ ٹاپ پہ، بہت ضروری ہے آج کل
